Year,Month_[1-12],Day_[1-31],Julian_Day_[1-366],Hour_[1-24],Sensible_Heat_Flux_[Watt/meter^2],Surface_Friction_Velocity_[meters/second],Convective_Velocity_Scale_[meters/second],Vertical_Potential_Temperature_Gradient_above_PBL_[kelvin/meter],Convective_Mixing_Height_[meters],Mechanical_Mixing_Height_[meters],Monin-Obukhov_Length_[meters],Surface_Roughness_Length_[meters],Bowen_Ratio,Albedo,Wind_Speed_[meters/second],Wind_Direction_[degrees],Height_of_Anemometer_[meters],Temperature_[kelvin],Height_at_which_Temperature_was_Measured_[meters],Precipitation_Type_Code,Precipitation_Amount_[millmeters/hour],Relative_Humidity_[%],Surface_Pressure_[millibar],Cloud_Cover_[tenths],Data_Flag,
23,6,18,169,3,-28.7,0.383,-9,-9,-999,570,177.1,0.8194,0.99,1,3.1,164,14,289.1,2,0,0,63,1010,8,NAD-SFC,NoSubs
23,6,18,169,4,-9.6,0.131,-9,-9,-999,201,21.2,0.5686,0.99,1,2.1,185,14,288.1,2,0,0,67,1010,8,NAD-SFC,NoSubs
23,6,18,169,5,-2.2,0.06,-9,-9,-999,55,8.7,0.5021,0.99,1,1,999,14,288.1,2,0,0,63,1010,6,NAD-SFC,NoSubs
23,6,18,169,6,-0.5,0.03,-9,-9,-999,13,4.8,0.5021,0.99,1,0.5,999,14,287.1,2,0,0,77,1010,8,NAD-SFC,NoSubs
23,6,18,169,7,-10.7,0.117,-9,-9,-999,96,13.6,0.1661,0.99,1,2.6,246,14,287.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,6,18,169,8,-18.1,0.202,-9,-9,-999,219,41.4,0.1661,0.99,0.59,3.1,261,14,286.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,6,18,169,9,30.2,0.225,-9,-9,-999,256,-33.9,0.1661,0.99,0.32,2.1,264,14,286.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,6,18,169,10,80.9,0.287,-9,-9,-999,369,-26.4,0.3498,0.99,0.24,2.1,282,14,285.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,6,18,169,11,121.5,0.299,-9,-9,-999,393,-19.9,0.3498,0.99,0.21,2.1,291,14,285.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,6,18,169,12,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.2,2.1,328,14,287.1,2,0,0,77,1010,99,NAD-SFC,NoSubs
23,6,18,169,13,-999,-9,-9,-9,-999,-999,-99999,0.5686,0.99,0.2,3.1,193,14,289.1,2,0,0,55,1010,99,NAD-SFC,NoSubs
23,6,18,169,14,-999,-9,-9,-9,-999,-999,-99999,0.5686,0.99,0.21,5.7,192,14,290.1,2,0,0,42,1010,99,NAD-SFC,NoSubs
23,6,18,169,15,-999,-9,-9,-9,-999,-999,-99999,0.5686,0.99,0.22,3.6,192,14,291.1,2,0,0,42,1010,99,NAD-SFC,NoSubs
23,6,18,169,16,-999,-9,-9,-9,-999,-999,-99999,0.5686,0.99,0.27,3.1,200,14,291.1,2,0,0,42,1010,99,NAD-SFC,NoSubs
23,6,18,169,17,1.9,0.369,-9,-9,-999,538,-2377.8,0.8194,0.99,0.41,2.6,176,14,291.1,2,0,0,42,1010,1,NAD-SFC,NoSubs
23,6,18,169,18,-999,-9,-9,-9,-999,-999,-99999,0.8194,0.99,1,4.1,141,14,291.1,2,0,0,45,1010,99,NAD-SFC,NoSubs
23,6,18,169,19,-999,-9,-9,-9,-999,-999,-99999,0.7243,0.99,1,3.6,131,14,290.1,2,0,0,48,1010,99,NAD-SFC,NoSubs
23,6,18,169,20,-999,-9,-9,-9,-999,-999,-99999,0.7243,0.99,1,3.6,130,14,289.1,2,0,0,51,1010,99,NAD-SFC,NoSubs
23,6,18,169,21,-999,-9,-9,-9,-999,-999,-99999,0.8194,0.99,1,2.1,148,14,287.1,2,0,0,67,1010,99,NAD-SFC,NoSubs
23,6,18,169,22,-999,-9,-9,-9,-999,-999,-99999,0.7243,0.99,1,1.5,120,14,285.1,2,0,0,71,1010,99,NAD-SFC,NoSubs
23,6,18,169,23,-999,-9,-9,-9,-999,-999,-99999,0.7243,0.99,1,0.5,117,14,284.1,2,0,0,87,1010,99,NAD-SFC,NoSubs
23,6,18,169,24,-999,-9,-9,-9,-999,-999,-99999,0.5686,0.99,1,1.5,180,14,284.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,1,-999,-9,-9,-9,-999,-999,-99999,0.1661,0.99,1,2.6,242,14,285.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,2,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,2.6,275,14,285.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,3,-999,-9,-9,-9,-999,-999,-99999,0.1661,0.99,1,3.1,268,14,285.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,4,-999,-9,-9,-9,-999,-999,-99999,0.1661,0.99,1,3.6,268,14,284.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,5,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.1,284,14,284.1,2,0,0,87,1010,99,NAD-SFC,NoSubs
23,6,19,170,6,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.6,276,14,284.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,7,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.1,303,14,283.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,8,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.6,3.1,286,14,283.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,9,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.32,1.5,303,14,283.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,19,170,10,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.24,1.5,284,14,282.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,19,170,11,-999,-9,-9,-9,-999,-999,-99999,0.5021,0.99,0.21,0,0,14,283.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,19,170,12,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.2,2.1,306,14,286.1,2,0,0,82,1010,99,NAD-SFC,NoSubs
23,6,19,170,13,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.2,2.6,316,14,288.1,2,0,0,72,1010,99,NAD-SFC,NoSubs
23,6,19,170,14,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.21,2.6,312,14,290.1,2,0,0,63,1010,99,NAD-SFC,NoSubs
23,6,19,170,15,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.22,4.1,326,14,291.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,6,19,170,16,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.27,5.7,350,14,291.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,6,19,170,17,2.5,0.637,-9,-9,-999,1221,-8888,0.2843,0.99,0.4,6.2,355,14,292.1,2,0,0,56,1010,1,NAD-SFC,NoSubs
23,6,19,170,18,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,5.7,351,14,292.1,2,0,0,52,1010,99,NAD-SFC,NoSubs
23,6,19,170,19,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,5.1,354,14,292.1,2,0,0,52,1010,99,NAD-SFC,NoSubs
23,6,19,170,20,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,4.6,8,14,291.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,6,19,170,21,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,3.6,6,14,290.1,2,0,0,68,1010,99,NAD-SFC,NoSubs
23,6,19,170,22,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,3.1,16,14,289.1,2,0,0,72,1010,99,NAD-SFC,NoSubs
23,6,19,170,23,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,3.1,344,14,288.1,2,0,0,82,1010,99,NAD-SFC,NoSubs
23,6,19,170,24,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,3.1,338,14,288.1,2,0,0,82,1010,99,NAD-SFC,NoSubs
23,6,20,171,1,-15.3,0.169,-9,-9,-999,167,28.5,0.3498,0.99,1,2.6,311,14,288.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,6,20,171,2,-2.2,0.06,-9,-9,-999,45,8.7,0.5021,0.99,1,1,999,14,288.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,6,20,171,3,-22.1,0.245,-9,-9,-999,291,59.8,0.2843,0.99,1,3.1,321,14,289.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,6,20,171,4,-22.1,0.245,-9,-9,-999,291,59.8,0.2843,0.99,1,3.1,321,14,289.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,6,20,171,5,-22.1,0.245,-9,-9,-999,291,59.8,0.2843,0.99,1,3.1,328,14,289.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,6,20,171,6,-7.8,0.108,-9,-9,-999,99,14.4,0.2843,0.99,1,2.1,351,14,289.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,6,20,171,7,-52.8,0.586,-9,-9,-999,1075,342.5,0.3498,0.99,1,5.7,297,14,289.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,6,20,171,8,-38,0.524,-9,-9,-999,915,340.9,0.3498,0.99,0.6,5.1,300,14,289.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,6,20,171,9,30.7,0.63,0.573,0.02,221,1197,-731.7,0.3498,0.99,0.32,5.7,311,14,289.1,2,0,0,77,1010,3,NAD-SFC,NoSubs
23,6,20,171,10,81.3,0.644,1.37,0.017,1141,1241,-296.5,0.3498,0.99,0.24,5.7,312,14,288.1,2,0,0,82,1010,1,NAD-SFC,NoSubs
23,6,20,171,11,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.21,5.7,313,14,288.1,2,0,0,82,1010,99,NAD-SFC,NoSubs
23,6,20,171,12,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.2,5.7,320,14,290.1,2,0,0,72,1010,99,NAD-SFC,NoSubs
23,6,20,171,13,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.2,6.2,316,14,291.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,6,20,171,14,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.21,4.6,327,14,293.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,6,20,171,15,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.22,6.7,344,14,294.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,6,20,171,16,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.26,7.7,346,14,294.1,2,0,0,53,1010,99,NAD-SFC,NoSubs
23,6,20,171,17,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.4,7.2,348,14,294.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,6,20,171,18,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,5.1,351,14,294.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,6,20,171,19,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,4.6,356,14,294.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,6,20,171,20,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,4.1,6,14,293.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,6,20,171,21,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,4.1,358,14,291.1,2,0,0,77,1010,99,NAD-SFC,NoSubs
23,6,20,171,22,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,4.1,1,14,291.1,2,0,0,77,1010,99,NAD-SFC,NoSubs
23,6,20,171,23,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,3.1,326,14,290.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,20,171,24,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.1,276,14,289.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,21,172,1,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.6,287,14,289.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,21,172,2,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.6,290,14,288.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,21,172,3,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,4.1,297,14,288.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,21,172,4,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,3.6,314,14,288.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,21,172,5,-46.5,0.516,-9,-9,-999,890,266.1,0.3498,0.99,1,5.1,312,14,289.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,21,172,6,-41.2,0.457,-9,-9,-999,746,208.8,0.3498,0.99,1,4.6,287,14,289.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,21,172,7,-12,0.133,-9,-9,-999,290,17.8,0.2843,0.99,1,2.6,326,14,288.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,21,172,8,-34.2,0.465,-9,-9,-999,762,265.1,0.3498,0.99,0.6,4.6,309,14,288.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,21,172,9,30.3,0.345,0.512,0.005,159,497,-122.2,0.2843,0.99,0.33,3.1,329,14,288.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,21,172,10,78.5,0.433,0.9,0.006,335,684,-93.2,0.3498,0.99,0.24,3.6,314,14,289.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,21,172,11,125.2,0.566,1.353,0.012,713,1021,-130.4,0.2843,0.99,0.21,5.1,324,14,289.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,6,21,172,12,149.1,0.524,1.496,0.012,810,913,-86.9,0.2843,0.99,0.2,4.6,336,14,291.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,6,21,172,13,154.8,0.479,1.59,0.012,936,797,-63.8,0.2843,0.99,0.2,4.1,338,14,292.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,6,21,172,14,142.5,0.476,1.608,0.012,1052,788,-68.1,0.2843,0.99,0.21,4.1,355,14,293.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,6,21,172,15,103,0.513,1.477,0.012,1130,881,-118.2,0.2843,0.99,0.22,4.6,341,14,294.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,6,21,172,16,62.3,0.549,1.266,0.011,1175,976,-239.5,0.2843,0.99,0.26,5.1,342,14,295.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,6,21,172,17,11.8,0.48,0.729,0.011,1179,802,-840.2,0.2843,0.99,0.4,4.6,341,14,295.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,6,21,172,18,-64,0.601,-9,-9,-999,1117,305.6,0.2843,0.99,1,6.2,348,14,296.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,6,21,172,19,-38.9,0.362,-9,-9,-999,580,109.4,0.2843,0.99,1,4.1,358,14,294.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,6,21,172,20,-32,0.297,-9,-9,-999,394,74.1,0.2843,0.99,1,3.6,350,14,294.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,6,21,172,21,-37.8,0.35,-9,-9,-999,497,102.3,0.4539,0.99,1,3.6,7,14,293.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,6,21,172,22,-38.3,0.431,-9,-9,-999,679,188.1,0.2843,0.99,1,4.6,341,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,21,172,23,-12.1,0.136,-9,-9,-999,252,18.7,0.2843,0.99,1,2.6,338,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,21,172,24,-12.1,0.136,-9,-9,-999,123,18.7,0.2843,0.99,1,2.6,328,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,22,173,1,-20.8,0.281,-9,-9,-999,357,95.8,0.3498,0.99,1,3.1,307,14,292.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,6,22,173,2,-14,0.189,-9,-9,-999,200,43.3,0.2843,0.99,1,2.6,342,14,292.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,6,22,173,3,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,3.1,5,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,4,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,1.5,1,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,5,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,6.2,328,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,22,173,6,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,5.7,334,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,7,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,5.7,333,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,8,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.6,5.1,344,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,22,173,9,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.33,3.6,333,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,10,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.24,1.5,339,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,11,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.21,4.6,333,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,22,173,12,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.2,3.6,320,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,22,173,13,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.2,5.7,333,14,293.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,22,173,14,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.21,5.7,321,14,294.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,22,173,15,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.22,6.2,335,14,294.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,22,173,16,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.26,5.1,334,14,295.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,22,173,17,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.4,5.1,340,14,294.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,22,173,18,-43,0.487,-9,-9,-999,817,242.2,0.2843,0.99,1,5.1,337,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,6,22,173,19,-38.1,0.431,-9,-9,-999,683,189.7,0.2843,0.99,1,4.6,333,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,6,22,173,20,-32.3,0.439,-9,-9,-999,697,235.9,0.2843,0.99,1,4.6,327,14,294.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,6,22,173,21,-36.3,0.494,-9,-9,-999,832,298.8,0.2843,0.99,1,5.1,319,14,294.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,6,22,173,22,-28.1,0.383,-9,-9,-999,577,179.3,0.2843,0.99,1,4.1,332,14,294.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,6,22,173,23,-5,0.09,-9,-9,-999,232,13.2,0.5021,0.99,1,1.5,999,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,22,173,24,-30,0.337,-9,-9,-999,470,115.2,0.6508,0.99,1,3.1,78,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,23,174,1,-11.1,0.137,-9,-9,-999,164,20.8,0.6508,0.99,1,2.1,75,14,293.1,2,0,0,91,1010,6,NAD-SFC,NoSubs
23,6,23,174,2,-22.8,0.227,-9,-9,-999,260,46.5,0.6508,0.99,1,2.6,62,14,292.1,2,0,0,88,1010,4,NAD-SFC,NoSubs
23,6,23,174,3,-22.1,0.248,-9,-9,-999,296,61.9,0.6508,0.99,1,2.6,57,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,23,174,4,-2.2,0.06,-9,-9,-999,96,8.7,0.5021,0.99,1,1,999,14,291.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,5,-2.2,0.06,-9,-9,-999,36,8.7,0.5021,0.99,1,1,999,14,291.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,6,-2.2,0.06,-9,-9,-999,35,8.7,0.5021,0.99,1,1,999,14,290.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,7,-0.6,0.03,-9,-9,-999,13,4.4,0.5021,0.99,1,0.5,999,14,290.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,8,-2,0.06,-9,-9,-999,35,9.7,0.5021,0.99,0.6,1,999,14,290.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,9,30.7,0.17,0.499,0.007,146,169,-14.5,0.5021,0.99,0.33,1,999,14,290.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,10,78.8,0.323,0.904,0.008,337,441,-38.7,0.5686,0.99,0.24,2.1,212,14,290.6,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,11,114.1,0.391,1.164,0.007,498,587,-47.2,0.5686,0.99,0.21,2.6,212,14,290.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,12,135,0.218,1.338,0.007,639,268,-6.9,0.6508,0.99,0.2,1,69,14,291.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,13,140.1,0.205,1.434,0.006,759,223,-5.5,0.5021,0.99,0.2,1,999,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,14,128.5,0.451,1.439,0.005,835,727,-64.3,0.5686,0.99,0.21,3.1,220,14,291.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,15,76.1,0.215,1.223,0.005,868,298,-11.8,0.2843,0.99,0.22,1.5,348,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,6,23,174,16,45.8,0.396,1.041,0.005,888,598,-122.3,0.4539,0.99,0.26,3.1,3,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,6,23,174,17,10.7,0.479,0.643,0.005,892,795,-922.7,0.2843,0.99,0.4,4.6,352,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,18,-64,0.823,-9,-9,-999,1791,784.1,0.2843,0.99,1,8.2,341,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,23,174,19,-64,0.94,-9,-9,-999,2179,1169.4,0.4539,0.99,1,8.2,4,14,293.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,6,23,174,20,-56.9,0.771,-9,-9,-999,1669,726.5,0.2843,0.99,1,7.7,333,14,293.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,6,23,174,21,-34.2,0.465,-9,-9,-999,884,265.5,0.3498,0.99,1,4.6,308,14,294.1,2,0,0,73,1010,8,NAD-SFC,NoSubs
23,6,23,174,22,-38.2,0.431,-9,-9,-999,686,188.9,0.2843,0.99,1,4.6,321,14,294.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,6,23,174,23,-49,0.553,-9,-9,-999,986,310.9,0.2843,0.99,1,5.7,321,14,294.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,6,23,174,24,-38.2,0.431,-9,-9,-999,693,188.9,0.2843,0.99,1,4.6,318,14,294.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,6,24,175,1,-25.7,0.248,-9,-9,-999,327,53.5,0.3498,0.99,1,3.1,314,14,293.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,6,24,175,2,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,1.5,298,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,3,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,3.6,342,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,4,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,1,2.1,291,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,5,-999,-9,-9,-9,-999,-999,-99999,0.4539,0.99,1,2.1,13,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,6,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,3.1,327,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,7,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,3.1,345,14,291.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,24,175,8,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.61,2.6,282,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,9,-999,-9,-9,-9,-999,-999,-99999,0.1661,0.99,0.33,2.1,266,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,10,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.24,3.1,354,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,11,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.21,2.1,298,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,24,175,12,-999,-9,-9,-9,-999,-999,-99999,0.1661,0.99,0.2,1.5,266,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,24,175,13,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.2,2.1,287,14,294.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,24,175,14,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.21,2.1,304,14,296.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,24,175,15,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.22,2.6,309,14,297.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,24,175,16,-999,-9,-9,-9,-999,-999,-99999,0.3498,0.99,0.26,3.1,306,14,299.1,2,0,0,58,1010,99,NAD-SFC,NoSubs
23,6,24,175,17,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.4,3.1,328,14,300.1,2,0,0,58,1010,99,NAD-SFC,NoSubs
23,6,24,175,18,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,2.1,319,14,301.1,2,0,0,58,1010,99,NAD-SFC,NoSubs
23,6,24,175,19,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,4.1,336,14,301.1,2,0,0,55,1010,99,NAD-SFC,NoSubs
23,6,24,175,20,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,2.1,329,14,299.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
